group,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,axis9,axis10,axis11,axis12,axis13,axis14,axis15,axis16,axis17,axis18,axis19,axis20,axis21,axis22,axis23,axis24,axis25,axis26,axis27,axis28,axis29,axis30,axis31,axis32,axis33,axis34,axis35,axis36,axis37,axis38,axis39,axis40,axis41,axis42,axis43,axis44,axis45,axis46,axis47,axis48,axis49,axis50,axis51,axis52,axis53,axis54,axis55,axis56,axis57,axis58,axis59,axis60,axis61,axis62,axis63,axis64,axis65,axis66,axis67,axis68,axis69,axis70,axis71,axis72,axis73,axis74,axis75,axis76,axis77,axis78,axis79,axis80,axis81,axis82,axis83,axis84,axis85,axis86,axis87,axis88,axis89,axis90,axis91,axis92,axis93,axis94,axis95,axis96,axis97,axis98,axis99,axis100,axis101,axis102,axis103,axis104,axis105,axis106,axis107,axis108,axis109,axis110,axis111,axis112,axis113,axis114,axis115,axis116,axis117,axis118,axis119,axis120,axis121,axis122,axis123,axis124,axis125,axis126,axis127,axis128,axis129,axis130,axis131,axis132,axis133,axis134,axis135,axis136,axis137,axis138,axis139,axis140,axis141,axis142,axis143,axis144,axis145,axis146,axis147,axis148,axis149,axis150,axis151,axis152,axis153,axis154,axis155,axis156,axis157,axis158,axis159,axis160,axis161,axis162,axis163,axis164,axis165,axis166,axis167,axis168,axis169,axis170,axis171,axis172,axis173,axis174
1287.dn21,0.350279,0.005741,0.041092,0.208144,0.030928,0.120385,0.06721,-0.092553,-0.041405,-0.137123,0.044504,0.180931,0.083799,0.115674,0.071919,-0.019563,-0.066139,-0.013767,-0.019749,0.026672,-0.033096,0.005907,-0.028665,0.005635,-0.009596,0.094704,-0.016404,0.047367,-0.042968,-0.052266,-0.036972,0.019321,0.021496,0.054171,0.019275,0.014667,0.022337,0.012789,-0.018631,0.037068,0.024072,0.003066,-0.013685,0.028163,0.019542,-0.015197,-0.008762,0.000669,-0.01529,0.011821,-0.030539,-0.001282,-0.003209,0.021019,-0.007148,-0.029717,0.033961,-0.000728,-0.016113,-0.025712,-0.047593,-0.04853,0.008119,-0.038292,-0.003499,0.030648,0.010275,0.025391,-0.016082,-0.029017,0.043633,-0.024036,0.002933,0.019369,-0.000314,-0.092384,-0.005195,0.015975,0.006796,0.035574,-0.059604,0.009699,0.006683,0.010668,0.056431,-0.048268,-0.084322,0.082228,-0.023114,0.067868,-0.015721,0.001507,-0.02712,0.025609,0.062588,0.00676,-0.026299,-0.056517,0.004208,-0.030946,0.009825,0.004526,0.032513,0.002721,0.013517,0.04676,-0.031807,-0.063248,-0.021152,-0.026818,-0.021912,-0.058965,-0.032551,0.022009,-0.023768,-0.04903,-0.071072,-0.068841,0.064871,0.064345,0.003063,-0.046941,0.067301,-0.040525,-0.023113,0.023864,0.026566,0.025474,0.005208,-0.116316,-0.044333,-0.031458,0.006565,0.024242,-0.017744,0.013946,-0.00502,0.012932,-0.012272,-0.057805,0.057315,0.057965,-0.031597,0.017102,0.039843,0.02744,0.019462,0.016697,-0.046823,0.003219,-0.07605,0.040358,0.065778,0.003055,-0.006551,-0.032158,-0.003589,0.032802,-0.041835,0.0308,0.07296,0.004204,-0.049095,0.048087,0.000129,0.014622,0.050113,0.007385,-0.013742,-0.001946,-0.012679,-0.009128,0.000039,-0.000005
1287.dn35,-0.4049,-0.055693,0.07105,-0.014588,-0.045502,0.050437,0.133293,0.021005,0.210261,-0.046753,0.029711,-0.075435,-0.086929,-0.05279,-0.054209,0.011137,0.000713,-0.040534,0.001376,0.014764,-0.169463,0.022078,-0.077843,0.006953,-0.057949,0.122399,-0.089188,0.078135,-0.03382,-0.041011,-0.092316,-0.068956,-0.007087,-0.034286,0.118744,-0.040336,0.044764,-0.036779,0.019217,-0.031968,0.005786,-0.024046,-0.042601,0.031361,-0.011733,0.017254,0.017451,-0.042021,0.013819,0.022288,-0.004583,0.006108,0.009815,-0.03426,-0.021297,-0.004695,0.017791,-0.011912,-0.002195,-0.042815,-0.015301,-0.035632,-0.036476,-0.015778,0.025778,0.01936,0.006372,0.005167,0.015241,-0.005425,0.01781,-0.012932,-0.010605,-0.011155,0.00135,0.027758,0.012842,0.007882,0.001953,-0.023278,-0.043195,0.046557,-0.01985,0.014324,-0.029866,-0.057096,0.011616,-0.011388,0.044684,0.004561,0.046289,0.049991,-0.05228,-0.042229,0.047436,0.049136,-0.020843,0.041398,-0.073792,-0.028795,-0.016843,0.010266,-0.071246,0.050897,-0.002817,-0.014663,-0.020228,0.03239,-0.009234,-0.017497,-0.021487,0.053663,-0.04776,0.055168,0.054869,-0.055222,0.054282,0.064826,0.00826,0.034296,0.021274,0.049312,0.090439,0.012573,-0.00852,0.008715,-0.084311,-0.04107,0.011779,0.054904,0.077518,-0.066867,0.004613,0.037284,0.024168,0.031418,-0.006137,-0.032162,0.018832,-0.043231,0.022116,-0.00698,0.028816,0.020147,-0.006886,-0.016718,-0.049858,0.011333,-0.002476,-0.001575,0.015723,0.043799,-0.001727,0.002033,0.039571,-0.001923,-0.01779,0.011063,0.029763,-0.00787,-0.019304,0.018174,0.001394,-0.018594,0.021893,-0.013677,-0.04162,0.020123,-0.020723,-0.01422,-0.00637,0.007602,0.000038,-0.000005
1288.d0,0.442048,-0.094107,0.000847,-0.101956,-0.045187,0.119496,0.000732,-0.033346,-0.01586,-0.062159,-0.00096,-0.056368,0.049093,0.096435,-0.017666,-0.028693,-0.011299,0.007304,-0.019548,0.017132,-0.018265,0.01438,-0.012195,-0.030307,-0.016804,-0.039717,0.015615,-0.071699,0.055727,-0.00035,0.00214,-0.041327,-0.011552,-0.069788,-0.000209,-0.006266,-0.044693,0.05423,0.01527,-0.015398,-0.021888,0.032402,0.065941,-0.05945,-0.074695,0.028397,0.002187,0.025383,0.07068,-0.098927,0.018382,-0.053716,0.066082,-0.013193,-0.069939,0.004858,0.038164,0.028241,-0.086776,-0.034045,0.093964,-0.000975,-0.019015,0.012919,0.106006,0.008503,-0.035996,0.017849,-0.064241,-0.047532,0.082232,-0.107281,-0.008958,-0.079391,0.005954,-0.03744,0.000464,0.060825,0.030554,0.031572,-0.047841,-0.044168,-0.024789,-0.048352,0.035613,-0.023699,-0.025236,0.012476,0.019533,0.025685,0.041899,-0.026664,-0.028007,0.037765,0.004143,0.039309,0.006523,0.063789,0.000074,-0.011233,-0.014741,-0.057349,-0.008132,-0.03722,-0.004563,0.004681,0.059767,-0.017708,-0.012693,0.011641,-0.046327,-0.018953,-0.001668,0.037621,0.051112,-0.01127,0.00082,-0.0636,0.04949,0.013358,-0.000054,0.001223,-0.012953,0.00309,0.008744,-0.007466,-0.001747,-0.050091,-0.068204,0.026664,0.022657,0.026782,-0.019608,-0.038706,0.046262,0.013658,-0.044121,-0.03186,-0.016135,-0.005872,-0.057928,0.043805,0.020756,0.005125,0.047468,-0.005029,0.019195,0.021392,0.015174,0.01585,0.035437,0.008883,-0.036548,-0.01317,0.005637,0.025086,0.011041,0.005712,0.011359,-0.016087,-0.008491,0.050839,0.023668,-0.013364,-0.024448,0.007955,0.033608,0.066497,0.067604,0.025742,0.02007,-0.01888,0.000081,-0.000002
1288.dn21,0.437242,-0.241905,0.124926,-0.167372,-0.012684,0.05316,0.06663,-0.126618,0.014121,-0.024733,0.017507,-0.18503,0.069122,0.194721,-0.048098,-0.052167,0.071518,0.048189,-0.078022,0.048042,0.019453,0.012807,0.017023,0.007244,-0.015002,0.064092,0.060453,0.05707,-0.039328,0.06326,0.075381,0.143543,-0.049933,-0.044146,-0.006046,-0.07515,0.012247,0.040574,0.006341,0.005852,0.020099,-0.008653,0.004055,0.016959,0.023313,0.003755,-0.004769,-0.01291,-0.040268,0.042512,0.008928,-0.003323,0.004863,0.003631,-0.00476,0.007678,-0.025496,0.008341,-0.00044,-0.017029,-0.051458,0.005843,0.046134,-0.0072,-0.021244,0.007614,-0.010473,-0.030634,-0.050928,-0.026509,0.000803,0.016843,0.023061,0.001547,0.004709,-0.004035,-0.032812,-0.003041,-0.011382,0.030402,0.038439,0.02769,-0.007293,0.033178,-0.003487,-0.016891,0.016381,-0.031302,0.04546,-0.016495,0.018152,-0.005674,-0.010166,-0.001006,-0.023434,-0.058691,0.051767,-0.001192,-0.026427,0.03702,0.008531,-0.028352,-0.075805,0.034102,0.006302,-0.030116,-0.077364,0.022879,0.029144,-0.00858,0.043717,0.01319,-0.050317,0.034202,0.005744,0.022606,-0.038486,0.02635,0.043634,0.004916,-0.038943,-0.046139,0.039464,-0.039332,0.016035,-0.094349,-0.01234,0.016082,-0.025646,0.031129,-0.016437,-0.018591,-0.035694,-0.009769,0.037798,0.014445,0.02592,0.01102,-0.08808,0.056277,-0.039305,-0.047276,-0.011366,0.001225,-0.023107,0.014181,-0.036524,-0.018256,0.0011,0.043686,0.004353,0.027582,0.004551,0.071315,-0.033015,0.034443,0.015904,0.06529,-0.020242,0.023193,0.007831,0.084042,0.024097,0.016247,-0.087963,-0.013546,0.026513,0.036527,-0.05262,0.002904,-0.019748,-0.007651,0,-0.000008
1288.dn35,-0.176623,-0.125598,-0.164401,0.021131,-0.086209,0.043369,-0.132175,-0.070622,-0.014812,0.013012,0.04729,0.021813,0.078941,-0.05994,0.034339,0.072883,-0.006854,0.024469,-0.05755,-0.004927,-0.07206,-0.027975,0.031991,-0.004803,-0.036071,0.006005,-0.062905,-0.062951,0.012311,0.039551,-0.051833,0.029096,-0.066379,0.018282,-0.009298,0.069461,0.011081,0.020621,0.04968,0.030456,0.002752,0.014554,0.010847,0.002903,-0.053915,0.064032,0.020449,-0.008164,-0.011781,0.008964,-0.042237,-0.037556,0.01636,0.001078,0.040073,0.040576,0.019667,-0.048166,0.046183,0.028589,-0.008597,-0.012644,-0.004454,-0.053229,-0.041147,-0.105968,-0.05539,0.077623,0.016346,0.017208,-0.020362,-0.032771,-0.018239,0.011432,-0.008808,-0.085309,-0.055994,-0.001425,-0.005437,0.078884,-0.062087,-0.021117,-0.023538,0.077613,-0.032256,0.035557,0.046391,0.014726,0.034017,-0.053849,0.049665,0.007878,-0.067052,0.021344,0.028859,0.023052,0.057907,-0.046295,0.017622,-0.03067,-0.040514,-0.003415,0.002991,0.017654,-0.088811,-0.023331,0.008411,0.028524,0.023292,-0.049802,0.039316,0.037561,0.019831,0.022026,-0.029642,0.002032,-0.002934,-0.04134,-0.019015,-0.053713,0.021514,0.003813,0.002664,-0.008702,-0.075336,0.017718,0.045028,0.017066,0.019277,0.063305,0.02863,0.035013,0.009309,0.04516,-0.016244,-0.067634,-0.003991,-0.091611,-0.016909,0.05933,0.067375,0.007072,-0.010318,0.037996,0.035337,0.065774,-0.001798,-0.020582,0.011391,0.033425,0.022076,0.023897,0.018432,0.007102,-0.009779,-0.034265,0.015769,0.008303,-0.030325,-0.083465,-0.029565,-0.013743,0.022281,0.054011,-0.024593,-0.061938,0.002684,0.003966,-0.0096,0.015954,0.023239,-0.017368,-0.000026,-0.00001
1289.d0,-0.171137,0.060046,-0.068371,0.059216,0.175486,-0.03669,0.060518,0.162248,-0.117852,0.141144,0.03694,0.097025,-0.02126,0.077165,-0.260031,-0.023991,0.01904,0.086235,-0.067252,0.097373,-0.093956,-0.016007,0.059737,-0.045511,0.067571,0.003749,0.034306,-0.016254,0.060975,-0.007761,0.013392,0.005149,0.036272,-0.001636,-0.01379,0.011467,0.066625,0.008424,0.000903,-0.011755,0.011865,-0.013308,-0.004018,0.018733,0.024481,0.001064,-0.002574,-0.001135,-0.004239,-0.010652,0.02113,0.004576,-0.001112,-0.01541,0.012285,-0.002603,0.017927,0.019904,-0.024275,0.009733,-0.005628,-0.0042,0.0229,0.025579,0.021423,0.010037,-0.003763,0.000317,0.002936,-0.013517,0.007929,0.002048,0.026975,0.013553,-0.008192,-0.011,-0.005016,0.00714,-0.015992,0.013786,0.01308,-0.009738,0.022379,-0.012479,-0.01374,-0.006737,0.034551,0.003067,-0.021081,0.022991,0.006686,0.026037,-0.020112,0.018393,0.022745,-0.00592,-0.027783,0.041814,0.019225,-0.011347,0.016224,0.032839,0.01778,0.007752,0.003837,0.057737,-0.025476,0.007042,-0.01557,0.009528,0.003062,-0.031281,0.020148,0.007464,-0.021861,-0.015734,-0.028005,0.021984,0.042392,0.01507,0.0158,0.017968,-0.062225,-0.025899,-0.008479,-0.008637,-0.047,0.083326,0.019953,0.026434,0.029294,-0.018032,0.015754,0.024585,0.04927,-0.080091,-0.07762,-0.003985,-0.048234,0.032754,0.029958,0.073146,0.121855,0.04808,-0.004792,0.113077,-0.085332,-0.125667,0.001791,-0.040497,0.021814,-0.037315,-0.05045,0.018681,-0.007288,-0.029162,0.026166,-0.019573,0.051286,-0.00155,0.052226,0.00067,-0.081105,-0.045023,-0.007827,0.020414,-0.029791,-0.01375,-0.003011,-0.004229,-0.010523,-0.011458,0.000034,-0.000005
1289.dn21,-0.327445,-0.024258,0.024298,0.07914,-0.054873,0.017603,0.06411,0.096877,-0.052416,0.012056,-0.119775,-0.002169,-0.032929,-0.002435,-0.046433,-0.108382,0.042742,0.08205,0.001186,0.006969,-0.009202,-0.110876,-0.048869,-0.046681,-0.061621,0.057763,-0.109769,-0.055037,0.019615,0.038332,-0.014962,-0.02573,0.029274,0.06306,-0.058461,-0.092829,0.001097,-0.017635,0.11358,-0.029867,0.002598,-0.01886,0.02683,-0.036856,0.012736,0.033106,0.062394,0.102382,-0.11458,-0.028508,-0.010831,-0.011678,0.038379,0.067418,0.024863,0.043025,-0.112777,-0.018027,0.075973,-0.080649,0.047889,-0.09118,0.014763,0.007263,0.03077,0.01897,-0.040953,-0.040086,-0.023851,-0.028455,0.009907,-0.027839,0.036633,0.028515,0.0374,0.000204,0.035183,0.008446,0.01623,-0.035147,-0.000999,0.026838,0.004503,-0.004896,0.00547,0.012788,0.042185,0.043828,0.039541,-0.053505,-0.013818,0.003928,-0.014684,-0.026013,0.040724,0.003823,-0.041416,-0.000602,-0.026389,-0.073887,-0.033888,0.025161,0.031064,0.016161,-0.030362,0.019309,0.027526,0.026583,0.020993,0.016267,-0.036717,0.035947,0.0007,0.007528,-0.047123,-0.022621,-0.049904,0.042348,0.011615,-0.042618,-0.003637,-0.010933,-0.05905,-0.020893,0.034704,-0.02918,0.001091,0.023297,-0.034335,-0.053042,-0.044498,0.005208,-0.014034,-0.079808,-0.034425,-0.004633,-0.003284,0.030507,-0.010157,0.000195,-0.037899,0.029456,-0.037085,-0.030048,-0.018575,-0.05176,-0.014773,0.013901,-0.003592,0.017099,-0.004355,-0.005183,0.021193,0.000323,0.061952,0.002394,-0.043754,-0.00231,-0.014297,-0.022041,0.011099,-0.006174,-0.011125,0.000377,-0.04055,-0.013055,0.000807,-0.029822,-0.017284,-0.015896,0.024045,-0.013033,0.000035,-0.000005
1289.dn35,-0.064153,-0.07758,-0.220319,0.067423,0.02537,0.004962,-0.054671,0.007034,0.045734,0.01594,0.039494,-0.017169,-0.019785,-0.020868,0.021812,-0.01662,-0.000532,0.040073,-0.005098,0.035961,-0.016621,0.039268,-0.003835,0.009376,-0.050714,-0.001006,-0.08874,-0.006497,-0.020711,0.014508,0.02748,-0.029012,0.064039,-0.005832,0.005197,-0.03742,-0.03794,0.071282,-0.025435,-0.071612,-0.028424,-0.023111,-0.066299,0.046952,0.026698,-0.095684,0.076119,-0.031789,-0.143817,-0.101941,0.216548,-0.146977,-0.018527,0.054557,0.091496,-0.102535,0.072681,0.128807,0.001049,0.044308,0.007457,0.071586,0.008657,0.011804,-0.010351,0.018828,0.020514,0.039015,0.000039,-0.042653,0.006646,0.020524,0.001422,0.013762,0.010562,-0.027677,-0.006176,-0.017648,-0.004837,0.036968,-0.001128,-0.003929,-0.029708,-0.006285,0.013231,0.028108,-0.005876,-0.010187,-0.026266,-0.023813,-0.006293,0.027649,-0.00227,0.020665,-0.005004,-0.005364,-0.02702,-0.020264,-0.010659,-0.01421,0.0061,0.001147,-0.00315,0.034869,0.009726,-0.001973,-0.01297,-0.001584,0.002269,0.019071,-0.004713,-0.006522,-0.004765,0.008515,-0.001714,0.003607,0.025017,-0.014791,-0.01254,0.011931,-0.003981,0.010358,0.016506,0.005352,0.010623,-0.019072,-0.002618,-0.012999,0.005161,-0.005524,-0.009318,-0.015364,-0.017876,-0.017532,0.00032,-0.005516,0.01781,-0.019206,0.029286,-0.00391,-0.019462,-0.02269,0.028374,0.00052,0.026689,0.035716,-0.008176,0.010313,0.018949,0.010218,-0.041994,-0.031495,0.010115,-0.033075,0.009782,0.002186,-0.024428,0.010771,0.01611,-0.035869,-0.021899,-0.004601,0.027032,0.001302,0.010511,-0.019444,0.048808,0.01257,0.008635,0.025324,-0.014811,-0.005862,-0.000087,-0.000014
1290.d0,-0.443805,0.063519,0.155434,0.047008,0.084755,-0.043663,0.024691,0.048796,0.005655,-0.036769,-0.003468,0.010761,-0.049055,0.007482,-0.02391,-0.015732,0.117384,0.207073,-0.037925,0.077098,-0.015784,-0.138881,0.024971,-0.027305,-0.149324,-0.003592,0.123423,0.078102,0.116569,-0.001355,-0.045639,-0.028328,-0.049984,0.012113,0.054565,0.015554,-0.026959,0.049424,-0.006687,0.011015,-0.007197,0.00711,-0.015184,0.031862,0.002306,-0.047499,-0.035772,0.005326,0.00661,-0.009239,0.004028,0.015025,-0.017729,-0.021497,-0.020044,-0.014205,-0.010416,0.016219,0.001902,0.019508,0.009979,0.009799,-0.001849,0.016823,0.025614,0.019289,-0.021314,-0.034329,-0.017932,0.008542,0.016615,0.037326,-0.027856,-0.019844,0.017377,0.000782,0.015673,0.003393,0.035857,-0.021667,-0.020795,0.024125,0.027258,0.019346,0.012329,0.016097,0.055689,0.008911,-0.016384,-0.010749,0.010539,-0.064891,0.00762,-0.028835,-0.019242,0.040272,-0.042188,-0.013603,-0.033513,-0.017968,-0.042913,-0.032785,0.04409,-0.023208,0.039268,0.000946,-0.017774,0.063383,0.037497,0.007471,-0.019916,-0.009435,0.039101,-0.095847,-0.005083,0.097753,-0.067154,-0.07155,0.012937,0.051947,0.048527,-0.017273,0.054827,0.024482,-0.017724,0.096227,-0.01562,-0.06813,0.042833,0.025893,-0.053553,-0.035936,0.007001,0.030442,-0.004551,0.02117,0.029145,-0.05857,-0.018433,0.021721,0.010303,-0.037182,0.002796,-0.012629,-0.005894,0.007241,0.000961,0.040127,-0.018411,0.015061,-0.00957,0.032019,-0.039771,0.047036,-0.000446,-0.038394,-0.003834,-0.013258,-0.054899,-0.025764,-0.011612,-0.0042,0.015345,-0.012679,0.003097,0.00706,0.047222,-0.01889,0.016121,-0.003192,-0.000145,0.021352,0.000007,-0.000007
1290.dn21,-0.311828,-0.090636,-0.015674,0.024265,-0.101513,0.053356,0.017387,0.086925,-0.052277,0.026547,-0.098466,0.019432,0.004658,0.002158,0.048202,-0.097204,0.029816,0.105275,0.023392,-0.005152,-0.040555,-0.053403,0.018502,-0.008364,-0.070746,0.008783,-0.060471,0.032826,0.09195,0.021542,0.060879,-0.032536,0.039116,-0.001987,0.069011,-0.018282,-0.030148,0.000944,-0.085463,-0.014208,-0.011868,0.001739,-0.013322,0.064101,0.017928,-0.021599,-0.08877,-0.05688,0.132164,-0.004865,-0.015598,0.077002,-0.015788,-0.061813,0.003901,-0.043436,0.082838,0.03701,-0.0496,0.096949,-0.075864,0.069687,-0.088587,-0.046152,-0.022278,-0.021784,-0.014636,0.008722,0.032424,0.07601,0.042309,-0.033523,-0.023918,-0.035244,0.020226,0.027356,-0.063248,0.054206,-0.014375,0.03932,-0.020699,-0.02291,-0.045156,0.020269,-0.063114,0.038485,-0.02483,0.064128,-0.00884,-0.044312,-0.028144,0.023005,-0.004412,0.027067,-0.020509,-0.048653,0.010653,-0.00016,-0.011719,0.038444,-0.02406,0.017205,-0.010206,0.00847,-0.057554,0.035319,0.002871,-0.015107,-0.022369,0.004914,0.009308,0.046404,0.03047,0.035958,-0.039576,-0.041842,0.002408,0.032109,0.016837,-0.019755,-0.017325,-0.011586,-0.047009,-0.000636,0.041065,-0.039361,0.004191,0.00427,-0.020216,-0.052625,-0.023201,0.021695,-0.033877,-0.041945,-0.048616,0.031295,-0.009825,0.062505,-0.010655,0.003205,-0.033343,0.03956,-0.016814,-0.023998,-0.008722,-0.06596,-0.052092,-0.010617,0.015732,0.014318,-0.045854,0.008175,-0.00118,0.006437,0.03185,0.00489,-0.009352,-0.011713,0.012933,-0.020119,0.00096,-0.007598,0.000376,0.029587,-0.056083,-0.021299,-0.015323,-0.020889,-0.027941,-0.017768,0.032929,-0.019179,0.000033,-0.000005
1290.dn35,-0.366467,0.048125,-0.00884,0.079246,0.02175,0.028244,-0.104632,-0.032698,0.084587,0.140428,0.133594,0.006474,-0.060235,0.025566,0.08926,0.005846,0.02431,0.110517,0.011417,0.031936,-0.020177,0.039571,-0.003417,-0.011163,-0.060319,-0.096471,-0.013126,0.039071,-0.036488,0.030686,0.042036,0.020751,0.039374,0.004922,-0.019457,-0.000221,-0.026545,-0.021648,-0.009726,0.021776,-0.00566,0.013794,0.021471,-0.016253,0.002391,-0.019246,-0.004277,0.01477,0.009678,-0.002123,-0.019065,0.025084,-0.01762,0.000442,0.003145,-0.017578,-0.035795,0.050903,0.023955,0.015247,-0.009921,-0.021305,-0.030274,0.022256,-0.010039,-0.030943,-0.021419,-0.031981,-0.01352,-0.048927,0.0027,-0.090392,0.021445,0.061281,-0.014337,-0.012879,-0.030412,-0.017637,-0.078622,-0.085237,0.061815,-0.001508,-0.146744,0.053039,-0.02008,0.065067,-0.02707,-0.007458,0.012427,0.128133,0.014644,-0.004683,-0.01561,0.023781,0.007078,0.067722,-0.04666,0.030718,-0.025301,0.012967,-0.018726,0.044912,0.014564,0.02708,0.051634,-0.008686,-0.100715,-0.063814,0.000932,-0.038865,-0.04406,0.019898,-0.022629,0.035842,0.035189,-0.004713,-0.054902,0.025578,-0.052859,0.00699,-0.045452,0.04054,-0.024047,-0.017519,-0.074324,-0.041455,0.029059,-0.010019,-0.038196,0.055906,0.020186,-0.034481,0.028919,-0.033554,-0.030905,-0.042072,0.027724,-0.044156,-0.000405,-0.024649,0.015411,0.048566,0.009559,-0.006401,-0.052974,-0.023793,0.049351,0.065667,0.048887,-0.023114,0.054503,0.004099,0.01598,0.023464,-0.060335,-0.046204,0.034188,-0.024045,0.01332,0.018205,0.041633,-0.017514,0.019266,0.00531,-0.008766,0.031416,0.021475,-0.012479,0.001812,-0.000225,0.020677,-0.002671,0.000066,-0.000003
1291.dn21,0.388395,-0.070712,0.007655,-0.131654,0.042492,0.220529,-0.051908,-0.06564,0.020092,0.045034,-0.083961,-0.106397,0.035541,0.022097,-0.045571,-0.021542,0.008184,0.044919,-0.005947,-0.00086,0.013859,0.036274,0.053826,-0.004235,-0.013375,0.047561,-0.001721,0.01053,-0.036591,-0.014832,-0.009569,-0.00663,0.004599,0.046244,0.000372,0.037755,0.029363,-0.020762,-0.003443,0.006557,0.000852,0.001858,-0.016,-0.005759,-0.018954,-0.000321,0.013647,-0.000061,0.012537,-0.031465,0.040035,0.027028,-0.031892,-0.006028,-0.004246,-0.009117,0.025664,-0.031321,0.068537,0.033821,-0.086726,-0.040671,0.03972,-0.014507,-0.074779,0.02563,-0.000716,-0.028908,0.085923,0.022652,-0.068422,0.093307,0.028377,0.035119,0.008028,0.005446,0.026415,-0.0292,-0.04661,-0.037114,0.012349,0.086371,-0.049832,0.017831,-0.030806,-0.007638,-0.003669,0.007711,-0.025483,-0.014137,-0.006057,-0.010028,0.04369,-0.045909,-0.030064,-0.024115,-0.026911,-0.008792,0.018786,-0.031618,-0.046127,0.101796,0.067734,0.022792,-0.000541,0.011183,0.086301,0.003862,0.024563,-0.003442,0.054071,-0.037539,0.033537,0.011215,0.045689,-0.055076,0.002385,-0.064679,0.059246,0.026481,-0.011367,0.041551,-0.03284,-0.049032,0.040809,0.027418,0.023184,-0.089902,0.000833,0.055454,-0.002057,0.084514,-0.033576,-0.040024,0.067627,0.03086,-0.034288,-0.031538,-0.024541,-0.092044,-0.007784,0.014935,-0.03181,-0.005822,0.006376,0.025724,0.005995,-0.004379,-0.01287,0.003496,0.027852,0.025165,-0.008315,-0.027057,0.038619,0.002189,0.050408,-0.02414,0.010659,-0.048858,0.024041,-0.019476,0.021696,-0.029875,-0.036874,0.042614,0.030981,0.094919,0.048545,-0.017157,0.020139,-0.009611,0.000071,-0.000003
1292.d0,0.39383,0.057638,-0.05609,-0.14633,-0.084195,0.077064,-0.049077,0.048625,-0.01931,-0.019933,-0.021109,-0.078329,0.017013,0.045352,-0.027784,0.009291,0.014981,-0.009317,-0.018404,-0.034948,-0.017286,-0.002899,-0.008642,-0.042408,0.001208,-0.020544,0.017987,-0.016002,0.021119,0.018653,-0.004802,0.007114,0.008256,-0.011968,-0.010792,-0.016082,-0.02326,-0.042027,0.0256,-0.018829,-0.004804,-0.043833,-0.046211,0.098788,0.161368,-0.022055,0.001668,-0.023329,-0.100738,0.239488,-0.094301,-0.008956,-0.019402,-0.001158,0.099936,-0.047026,0.008632,-0.02671,0.023883,0.036965,0.016681,0.028353,-0.05027,0.032719,-0.016531,-0.037498,0.014433,-0.004357,-0.005592,-0.021933,-0.008357,0.006097,-0.011074,-0.022075,0.044069,0.041478,0.002529,0.023383,0.023654,-0.00141,-0.028241,-0.091459,-0.004502,0.015782,0.047299,0.005931,0.030363,-0.014921,-0.003048,0.005291,0.01555,-0.009866,-0.030657,0.0179,0.012796,-0.007862,0.023917,0.003199,-0.015742,-0.016929,0.015091,-0.005289,0.022829,-0.026709,0.018739,0.005623,-0.030578,0.005182,0.00004,0.004082,-0.016596,0.00569,-0.018091,0.01564,-0.013136,0.001848,0.007231,-0.010967,0.018167,0.00224,0.009036,0.002503,0.004418,0.036286,-0.028832,0.025369,-0.027009,-0.014959,-0.045439,-0.021125,0.013561,0.009882,0.005664,-0.035894,0.041401,0.003284,-0.041125,0.008646,-0.000491,0.006627,0.011582,0.054193,-0.020106,-0.004367,0.016294,-0.011927,0.032538,0.029851,-0.00007,0.010681,-0.004752,-0.04211,-0.054839,-0.067623,0.042561,-0.040703,0.02839,-0.061021,0.012784,0.011891,-0.009552,0.014287,0.029499,-0.012505,0.027384,-0.061671,0.051754,0.044275,0.06264,0.024607,-0.033123,-0.009532,0.000115,0.000001
