group,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,axis9,axis10,axis11,axis12,axis13,axis14,axis15,axis16,axis17,axis18,axis19,axis20,axis21,axis22,axis23,axis24,axis25,axis26,axis27,axis28,axis29,axis30,axis31,axis32,axis33,axis34,axis35,axis36,axis37,axis38,axis39,axis40,axis41,axis42,axis43,axis44,axis45,axis46,axis47,axis48,axis49,axis50,axis51,axis52,axis53,axis54,axis55,axis56,axis57,axis58,axis59,axis60,axis61,axis62,axis63,axis64,axis65,axis66,axis67,axis68,axis69,axis70,axis71,axis72,axis73,axis74,axis75,axis76,axis77,axis78,axis79,axis80,axis81,axis82,axis83,axis84,axis85,axis86,axis87,axis88,axis89,axis90,axis91,axis92,axis93,axis94,axis95,axis96,axis97,axis98,axis99,axis100,axis101,axis102,axis103,axis104,axis105,axis106,axis107,axis108,axis109,axis110,axis111,axis112,axis113,axis114,axis115,axis116,axis117,axis118,axis119,axis120,axis121,axis122,axis123,axis124,axis125,axis126,axis127,axis128,axis129,axis130,axis131,axis132,axis133,axis134,axis135,axis136,axis137,axis138,axis139,axis140,axis141,axis142,axis143,axis144,axis145,axis146,axis147,axis148,axis149,axis150,axis151,axis152,axis153,axis154,axis155,axis156,axis157,axis158,axis159,axis160,axis161,axis162,axis163,axis164,axis165,axis166,axis167,axis168,axis169,axis170,axis171,axis172,axis173,axis174
1302.dn35,-0.471755,-0.023879,0.143666,0.023395,-0.049702,0.007758,-0.098129,-0.047395,0.032422,0.075161,0.154198,-0.0372,0.055742,-0.018287,0.09268,0.021122,-0.054302,-0.053619,-0.063289,-0.016063,0.039021,0.067772,-0.042324,0.026626,0.002655,-0.015711,0.011581,-0.018789,0.013849,0.005208,0.085857,0.010492,-0.049715,0.008951,-0.011286,0.057974,0.032576,0.00209,-0.037582,0.015792,-0.00186,0.004839,-0.021606,0.01925,-0.023814,-0.100211,-0.041152,0.05926,-0.011782,-0.003714,0.023087,0.003247,-0.014298,0.025551,-0.02921,-0.039273,0.002248,0.011492,0.021456,-0.01015,0.009881,0.053318,-0.0348,0.007553,0.006961,0.020366,-0.005208,-0.005703,0.028391,0.020732,0.004554,0.025218,-0.016423,-0.035987,0.045747,-0.052628,-0.024566,-0.042832,0.042546,-0.05656,-0.048286,-0.024343,0.062668,0.072052,-0.039997,-0.094627,0.024279,-0.03073,0.106547,-0.062209,0.037454,-0.062977,-0.019737,-0.077589,0.07123,0.114041,0.007023,0.035798,-0.043821,0.004655,-0.016657,0.066082,-0.040888,0.052108,0.029164,0.021518,0.06006,0.073511,-0.017308,-0.028718,0.000701,0.062689,-0.012963,-0.068636,-0.059829,0.010386,0.01042,-0.043948,0.052766,0.018368,0.022486,-0.046065,-0.062349,-0.025388,0.053909,-0.042503,0.020261,0.051913,-0.035538,-0.067984,0.070921,-0.017964,-0.009823,-0.040293,-0.015764,-0.021052,0.046841,-0.002687,-0.018518,-0.012968,0.005953,0.057161,0.027241,-0.003795,-0.019399,0.003908,0.024998,-0.023214,-0.014484,-0.02364,-0.019469,-0.013309,-0.028902,0.002819,-0.008523,0.013023,-0.004579,0.001546,0.027111,0.019838,0.041541,-0.006096,0.028275,0.016483,-0.016906,0.014844,-0.011596,-0.002088,0.035305,-0.037439,-0.013793,0.014729,0.000042,-0.000005
1303.d0,-0.073369,0.162592,0.074882,0.20836,-0.226047,0.186794,0.24743,-0.091509,0.239889,-0.19088,0.080841,0.102355,-0.023623,0.008496,-0.136271,0.066058,0.046254,-0.069495,0.155314,0.033573,-0.045267,0.031608,-0.012075,-0.017376,0.059967,-0.090452,-0.06482,-0.026029,0.020487,-0.054096,0.002329,0.101925,-0.020403,-0.016557,-0.029277,-0.013424,0.029604,-0.034635,-0.00145,-0.015291,0.001756,-0.003665,0.001614,-0.018263,-0.021601,0.011567,0.009739,0.002291,-0.011304,0.008165,0.016895,0.019014,0.014986,-0.008414,0.019223,0.013348,-0.004324,0.013389,0.001973,0.002694,0.009649,0.006308,0.000785,-0.002832,-0.003578,-0.013513,0.006656,-0.000283,-0.021138,-0.004562,0.022181,0.010591,0.015325,0.023783,-0.005971,0.004722,0.002595,-0.007234,-0.000531,0.004259,-0.005208,-0.024121,0.013992,0.007424,-0.013719,-0.005221,0.013563,0.037061,-0.006503,0.014525,-0.002712,0.012954,-0.033735,0.036541,-0.003433,-0.028618,0.020026,-0.013485,-0.022209,0.020986,-0.007671,0.021309,0.017526,0.015115,-0.009859,0.063148,0.032497,-0.032647,0.04436,-0.021357,0.043363,0.022054,0.038733,-0.04814,-0.041129,0.038875,-0.011241,0.016329,0.036788,0.006957,0.033339,-0.016483,0.022603,-0.045464,0.034955,0.023344,-0.008289,-0.057839,0.034851,-0.009734,-0.010113,0.025864,0.032121,-0.002023,-0.062562,0.092408,0.023385,-0.026722,-0.061474,0.020752,0.010765,-0.020069,0.048016,-0.042872,-0.006661,-0.052655,-0.025675,-0.03259,0.084993,0.022297,0.018958,-0.117426,-0.049281,0.062492,-0.042586,0.006719,0.003967,-0.005363,0.011584,-0.029424,0.012575,-0.063104,0.065179,0.005608,0.01796,0.03065,0.059762,0.010452,-0.005786,0.001205,-0.010597,-0.008735,0.000046,-0.000004
1303.dn21,0.131292,0.385966,0.194171,0.138662,0.173493,0.252711,-0.155796,-0.114765,0.096379,-0.059578,-0.045553,0.052326,0.090731,0.103897,0.064765,-0.050417,-0.049235,0.047911,0.012914,-0.006966,-0.01167,0.06511,0.026542,-0.022017,-0.000309,0.01581,0.033292,-0.048021,0.010272,0.032463,-0.034194,0.005839,0.029534,-0.020205,-0.016652,0.011821,-0.007942,-0.03512,0.006412,0.01346,0.000326,-0.003235,-0.004988,-0.009945,0.01051,0.000411,0.020002,0.010284,-0.004651,0.005242,-0.001598,-0.013948,0.003492,-0.012473,-0.009347,-0.027316,0.001885,0.015251,0.006971,0.001781,-0.015138,-0.01113,-0.002651,-0.008174,0.009673,0.017015,-0.004797,0.009516,-0.008166,-0.012044,-0.006395,-0.020662,0.005635,0.017021,-0.023887,-0.009632,0.01338,-0.007405,0.001985,0.008672,0.010503,0.009299,0.016787,0.008054,-0.024201,-0.01853,-0.004665,0.010042,0.00436,-0.005715,0.002425,0.003724,0.001506,0.016099,-0.015463,-0.002466,-0.003002,0.004477,-0.011408,-0.00193,-0.023521,0.01477,-0.023788,0.017832,0.020875,-0.024696,-0.002483,0.01767,-0.022656,0.032571,0.005639,0.023285,0.010561,-0.012383,0.039762,0.018209,0.007792,0.024138,-0.018845,-0.009929,-0.030905,0.035463,-0.006893,-0.031428,0.005016,-0.00725,0.019081,0.0071,0.02025,-0.011006,-0.021663,-0.064294,0.049466,0.057794,0.050008,0.014935,-0.012644,0.00537,-0.005351,0.027648,0.015771,0.065359,-0.049027,-0.014196,0.100859,-0.042003,-0.033641,-0.01278,-0.129706,0.028874,-0.032182,-0.065578,0.038661,0.10078,-0.019692,0.066566,-0.001724,-0.177488,0.027424,-0.001218,-0.081755,0.004639,0.054455,-0.07937,-0.048651,-0.027836,-0.060099,-0.061632,0.012923,0.02933,0.0147,0.014011,-0.000017,-0.000009
1303.dn35,-0.470168,-0.089777,0.146415,-0.034731,-0.044092,-0.0364,-0.022581,0.018893,-0.011808,-0.023615,0.101722,0.012912,0.078736,-0.039053,-0.125229,-0.044566,-0.012677,0.057151,0.119108,-0.021784,-0.042841,0.047139,-0.065225,-0.000179,0.009059,-0.026263,-0.024183,-0.073742,-0.102789,-0.026952,-0.008494,0.053735,0.029915,-0.122159,-0.038285,-0.004607,0.042768,0.074342,-0.120785,0.093576,0.028951,0.031292,0.001046,0.051541,-0.012531,-0.036721,-0.019787,0.072194,-0.001874,0.002426,-0.044875,0.027611,-0.023538,0.028115,0.025765,-0.023211,0.007023,0.006323,-0.018411,-0.013443,0.006945,0.04817,0.031342,-0.054428,-0.051536,0.076961,-0.032686,-0.00115,-0.004274,0.017588,-0.024234,-0.041041,0.045286,0.008035,0.000078,-0.005894,-0.029374,-0.013784,0.012702,0.069722,-0.001325,-0.00319,0.03305,0.028409,0.064809,0.075582,0.043038,0.012224,-0.01903,0.013616,-0.009009,-0.031312,0.074084,-0.083362,-0.051953,0.038107,-0.021718,-0.035417,0.029013,-0.093114,-0.068184,-0.121775,0.017937,-0.011936,-0.037465,0.006644,-0.049394,0.035968,-0.001869,-0.009602,-0.040884,-0.005264,0.016364,-0.037936,0.064919,-0.001574,-0.03267,0.045629,0.052116,-0.023187,-0.013906,0.074482,-0.042383,-0.035116,-0.039411,0.014275,-0.031188,0.012203,-0.034395,0.010768,-0.002654,0.029838,-0.005132,0.017301,0.014563,0.018356,-0.008782,0.019835,0.018526,-0.031788,0.023942,0.001921,0.013868,0.00069,-0.013236,-0.032941,-0.011521,0.007352,-0.019248,-0.001706,0.002458,0.020515,0.004035,-0.039572,0.031143,0.032802,-0.032109,0.014989,-0.019279,-0.01028,-0.002576,0.000677,0.018804,-0.000503,0.009572,-0.025173,-0.031023,0.02059,-0.00603,-0.019614,-0.012134,0.008281,0.000026,-0.000006
1304.d0,-0.048596,0.165138,-0.138847,0.085232,-0.139421,-0.14097,-0.068674,-0.02486,-0.01577,0.04025,-0.008641,0.019845,0.023791,-0.067462,-0.073402,-0.08071,0.082869,0.024361,-0.133154,-0.147431,-0.037183,-0.052318,0.033814,0.067628,0.030058,0.017447,0.053609,-0.050144,0.041333,-0.092203,0.057176,-0.001505,0.044376,0.021858,-0.03174,-0.057943,0.03098,-0.056285,0.010518,0.006403,-0.003661,-0.005934,-0.008328,-0.010723,0.001283,-0.007364,0.001522,-0.035814,-0.012775,-0.014406,0.021165,-0.02084,0.040007,-0.010447,-0.012335,-0.018377,-0.011325,-0.0253,-0.00786,0.025403,-0.009567,0.007325,-0.034779,-0.004864,-0.003592,-0.013947,-0.025733,0.023167,0.006162,-0.025342,0.033191,0.026843,-0.015539,0.005941,0.020176,-0.023313,-0.031599,-0.003569,-0.011265,0.002176,0.041432,-0.013659,0.004061,-0.012889,-0.025604,0.035896,-0.014715,-0.004482,-0.031625,0.035306,0.001437,0.036989,-0.053646,-0.032448,0.001262,-0.020249,-0.050456,0.003641,-0.015127,-0.047821,0.00452,-0.048994,-0.000022,-0.006873,0.024661,-0.033958,-0.038263,0.048794,0.056435,-0.032838,-0.028639,-0.002696,0.104609,0.07396,-0.027738,0.072153,0.029797,0.035164,0.048214,0.062981,-0.008507,0.022697,0.031457,-0.062533,0.055365,0.040939,0.064189,-0.005507,-0.019144,-0.063236,0.148573,0.001896,0.052592,0.057374,0.041645,0.05021,-0.002399,-0.01542,-0.021279,-0.018943,0.002168,-0.057999,-0.044194,-0.020855,0.005897,-0.0485,0.07942,0.01518,-0.00777,0.0261,0.039125,-0.007079,0.034021,-0.025194,-0.053678,0.05672,0.014009,0.008905,-0.006745,-0.01279,0.028932,-0.01433,-0.046463,0.015242,-0.041061,0.009991,-0.041165,0.001922,0.018052,0.012056,-0.021861,-0.008997,0.000014,-0.000007
1304.dn21,0.247436,0.388185,0.071088,-0.130973,-0.04372,0.086382,-0.130055,0.050869,0.079349,-0.093866,-0.025918,-0.005792,0.100165,0.225268,-0.04767,-0.025436,-0.024458,-0.002312,-0.026259,-0.01984,-0.037493,0.041204,0.002636,-0.085834,-0.039715,0.053993,-0.010525,-0.001779,0.013947,-0.047542,-0.014855,0.020226,-0.006946,0.009495,-0.002113,-0.029757,0.01994,0.030932,-0.021923,0.001641,0.011738,0.010652,-0.024199,0.005786,-0.02819,-0.005208,-0.010278,0.006227,0.006444,0.005761,-0.002115,0.016089,-0.003297,0.009331,-0.031193,0.011003,0.015582,0.024033,0.059009,-0.030993,-0.034691,0.01826,-0.008836,0.022521,-0.012216,0.010529,0.002362,0.059912,0.002989,-0.007823,-0.045485,-0.038687,0.023964,-0.044376,-0.002225,0.007851,-0.025262,-0.008506,0.007532,-0.050148,-0.029955,0.001209,0.010105,-0.04789,-0.025323,0.070631,0.071456,-0.064422,0.108731,0.006033,-0.071623,0.01425,-0.023868,0.0437,0.041893,-0.056918,-0.011185,0.001549,-0.031081,-0.016469,0.100414,-0.035189,-0.014395,-0.063444,0.034594,0.003198,-0.012013,-0.052906,-0.016756,-0.022887,0.00619,-0.037915,0.03035,0.002818,-0.029651,0.00111,0.007961,-0.090784,0.021347,0.003776,0.026839,0.052214,-0.034705,0.02373,0.017401,0.025792,-0.001354,-0.035732,-0.033947,0.028702,-0.006097,0.02416,-0.056646,-0.048126,0.002341,-0.04347,0.050044,-0.011193,0.008281,-0.044606,-0.026184,-0.049697,0.014978,-0.000636,-0.036992,-0.018924,0.034949,-0.029609,0.002803,-0.054166,0.042972,0.038059,0.005763,0.002111,0.013071,0.056915,0.028037,-0.039275,0.034848,-0.02946,-0.01068,-0.042824,-0.030983,0.082718,0.079822,-0.023217,0.003385,-0.098874,-0.056178,-0.015121,-0.006161,0.005606,-0.000018,-0.000009
1304.dn35,-0.479968,-0.053973,0.179397,-0.012646,-0.023484,-0.065588,-0.059989,-0.076581,-0.003409,-0.095918,0.137794,-0.015645,0.10366,-0.08641,-0.130276,0.001905,-0.03821,-0.024721,-0.012512,0.042776,-0.095761,-0.081508,-0.01504,-0.021685,-0.098063,0.076454,0.055916,0.000037,-0.003682,0.049109,-0.025485,-0.07847,-0.018822,-0.042814,-0.173047,0.035834,0.009513,0.006556,0.02517,0.02719,-0.006759,0.011241,0.015374,-0.022719,-0.00492,0.014228,0.011341,-0.037328,-0.016821,-0.002862,0.036166,-0.028535,0.002086,0.031727,0.022284,0.006025,-0.025398,-0.023215,0.016454,-0.01772,0.003651,0.063064,-0.02523,-0.010232,-0.054914,0.008082,0.053637,0.001415,0.005731,0.041159,0.051392,0.015622,-0.006708,0.007863,0.015947,0.030844,0.034031,-0.03425,0.014224,-0.055576,0.005234,-0.017407,-0.031892,-0.001344,-0.065554,-0.044122,-0.068225,0.022906,-0.045329,0.07871,-0.037282,-0.069696,0.025161,0.08611,0.063919,-0.043842,0.081949,0.068359,0.07024,0.074764,-0.014509,0.054074,-0.050965,-0.038059,-0.033507,-0.01005,-0.032755,-0.029355,-0.032764,-0.006646,0.0138,0.028829,0.068534,0.033113,-0.061458,0.01804,-0.053049,-0.019339,0.019851,0.026187,-0.039966,0.020057,-0.014894,-0.002924,-0.00888,-0.03195,0.003092,-0.011852,-0.019272,0.045896,-0.014851,0.02837,0.057511,-0.015015,-0.025618,0.006823,-0.041451,0.020428,0.010389,-0.01248,0.023998,-0.038883,0.023404,-0.032629,0.011042,-0.024477,-0.002534,0.015888,-0.039833,-0.009202,-0.034925,0.014171,0.001016,-0.007314,0.057728,0.032518,-0.018396,0.024391,-0.000716,0.019129,-0.019858,0.015948,0.019328,0.010377,0.031972,0.004321,-0.028591,0.030177,0.011546,-0.011797,-0.023724,0.013297,0.000009,-0.000007
1305.d0,0.298349,0.080413,-0.051992,0.192727,0.047497,-0.011242,0.044258,0.003972,-0.168055,-0.009065,0.046834,-0.135739,-0.07366,-0.040084,0.061366,0.06288,-0.013216,0.027609,0.021457,-0.002176,-0.011322,-0.024351,0.030623,0.033496,0.00599,-0.02459,-0.026311,-0.025594,-0.014427,-0.046171,0.011271,-0.014252,-0.006831,0.037351,-0.00178,0.0095,0.063192,0.00828,0.014138,0.020844,0.021221,-0.011471,0.029531,0.03149,0.034789,-0.007179,-0.003028,0.028855,-0.059621,-0.025201,0.017298,0.015585,-0.068528,0.003018,0.037833,0.043188,0.080512,-0.19131,-0.018726,0.064063,0.04658,0.058489,0.020132,-0.006675,0.05292,0.07117,0.065057,-0.023704,0.016888,-0.013542,0.128437,-0.120613,-0.039827,-0.054348,-0.064237,0.001839,0.024199,0.000644,-0.012675,-0.017726,-0.015455,0.035754,-0.046461,0.011851,-0.019994,0.012752,0.017804,-0.06389,0.027106,-0.022721,-0.014391,0.013253,0.033549,0.011396,-0.036278,-0.03496,-0.0123,-0.021487,-0.007341,-0.027844,-0.016047,0.023873,-0.003571,0.032559,0.043257,-0.042643,0.008884,-0.027796,0.034558,-0.006242,0.031442,0.010153,0.004313,0.003354,0.021568,-0.022402,-0.007742,-0.047108,0.029778,0.001581,-0.019026,-0.001209,0.004807,-0.017166,-0.010619,-0.016881,0.050432,0.050737,0.007767,0.011607,-0.039049,-0.064974,0.051563,0.016604,0.024502,0.038215,0.004545,0.016523,0.0075,-0.005885,-0.025962,-0.012251,-0.015679,0.004238,-0.042491,-0.010149,-0.020611,-0.018372,-0.042702,0.001787,0.040186,-0.039885,-0.036711,-0.005373,0.004347,-0.020943,-0.000338,-0.010504,0.013146,-0.06313,-0.071975,0.040541,0.001302,0.075353,0.015359,0.052938,0.006815,-0.014127,-0.031785,-0.048069,-0.031294,-0.001172,0.000056,-0.000004
1305.dn21,0.452003,-0.329439,0.2688,-0.040954,0.034512,-0.084414,0.019815,-0.052034,0.083111,0.007371,0.046627,0.041962,-0.023936,-0.030021,0.0289,-0.025791,0.080866,0.004371,-0.035948,0.004784,0.041556,-0.017983,0.000734,-0.016288,0.034196,0.002142,0.007144,0.013503,0.003691,0.040203,0.007603,0.060188,-0.013649,-0.028255,-0.023971,-0.018564,0.010337,0.021637,0.021471,0.070891,0.017643,-0.289491,-0.036526,0.020963,-0.010516,-0.066952,0.211527,0.004823,0.150855,-0.06713,-0.022818,0.020827,-0.00899,0.009773,0.015045,0.016934,-0.001605,-0.022243,0.028678,0.013391,0.056049,0.005114,-0.061787,0.00976,0.019462,-0.02871,0.024278,0.018739,0.029923,0.043328,-0.01105,0.008972,0.000823,0.010934,0.001651,0.007349,-0.004218,-0.004463,0.019923,-0.012461,0.006871,-0.031974,-0.030677,-0.030689,0.024455,0.002502,0.01735,0.007863,-0.019139,0.016648,0.003761,0.00394,-0.000621,-0.018757,0.005734,0.018896,-0.02199,-0.006777,0.003972,-0.004472,0.009465,-0.011581,0.010814,-0.006554,-0.012533,0.022294,0.013974,-0.013616,-0.027287,-0.007581,-0.008905,-0.012308,0.002562,0.005734,-0.004432,-0.004917,-0.001414,-0.017422,0.011717,0.009943,0.007354,-0.023441,-0.002043,-0.005574,-0.02631,-0.007818,0.007577,-0.001317,0.026574,-0.027758,-0.011334,-0.022452,0.022566,0.023332,-0.006642,-0.005226,-0.000424,-0.018601,-0.00381,-0.032491,-0.007269,0.043206,-0.01849,-0.080499,0.035011,0.003596,-0.004187,-0.028705,0.029802,-0.009009,0.038609,0.028819,-0.0175,-0.048539,0.030488,0.00894,0.039977,-0.022758,0.010957,0.008867,-0.020989,0.020785,0.019294,0.000572,-0.007189,-0.015968,0.000298,-0.012663,-0.050134,-0.017213,-0.024024,0.002213,-0.000021,-0.000009
1305.dn35,-0.059794,-0.038409,-0.19118,0.09055,0.037248,0.013913,0.003484,0.057589,-0.004869,0.055773,0.000877,-0.008155,-0.018623,0.016965,-0.023276,0.017393,-0.011134,-0.004354,0.059394,0.020557,0.047269,-0.026618,-0.064692,-0.047063,-0.010023,0.030979,0.057436,0.015663,0.028827,0.003374,0.029335,0.008076,0.011878,-0.029991,0.000261,0.00158,-0.040814,-0.042446,0.04366,0.139179,-0.004183,0.057321,0.021333,0.23052,-0.141121,0.108267,-0.033818,0.001082,0.007261,-0.070258,-0.060399,-0.03712,-0.042912,-0.010863,0.048574,-0.067615,-0.06225,-0.05703,0.048256,0.037576,0.012555,-0.022559,0.043689,0.024229,0.062587,-0.068218,-0.048156,0.037215,0.064205,-0.002493,0.008268,0.014505,0.026083,-0.010649,-0.001781,0.005635,-0.024806,0.035682,0.044884,-0.060477,0.042872,0.003134,0.005001,0.011003,-0.021476,-0.03391,-0.004386,-0.007024,-0.058303,-0.001803,0.012939,0.013075,-0.03538,-0.015653,0.02057,-0.02979,0.008331,0.024806,0.051311,-0.064754,0.008541,-0.023965,-0.021984,0.005868,0.06803,-0.008254,-0.009797,-0.039402,-0.013348,-0.003144,0.030238,-0.002914,-0.011559,-0.010026,-0.006111,-0.012269,0.019406,0.021949,-0.044242,0.015463,0.00213,-0.012833,-0.000883,-0.037241,0.029823,-0.00875,-0.02661,-0.017046,-0.034107,-0.037149,0.010228,-0.010194,-0.047596,-0.026655,-0.005183,0.027863,0.035325,-0.000833,0.016401,-0.026594,-0.004535,0.014405,0.008758,0.003196,-0.00287,0.010312,-0.02268,-0.009583,-0.001611,0.025134,-0.018872,-0.013486,0.00157,-0.020746,-0.008818,0.005669,0.000232,-0.013692,0.040816,0.015922,-0.003481,0.030569,0.037414,-0.001878,0.0365,0.034039,0.024046,0.014685,-0.000594,0.041451,-0.023562,-0.009957,-0.000077,-0.000014
1306.d0,0.284918,0.190571,-0.064177,0.132977,0.025166,-0.041803,0.09506,-0.035465,-0.122343,0.015505,-0.009888,-0.080294,0.008406,0.008382,0.022965,0.016035,-0.019064,0.002495,-0.006188,-0.014242,-0.004456,-0.021104,0.01471,-0.0015,-0.032475,-0.005501,0.02028,-0.065144,0.003795,-0.024479,0.067239,-0.013265,-0.02687,-0.005292,0.027905,-0.012684,-0.026803,0.033738,0.015277,0.010938,0.010268,0.001688,-0.00822,0.022988,0.022755,-0.01069,0.006836,0.021927,0.0396,0.013102,-0.026778,-0.011936,0.049974,0.059523,-0.032545,-0.011771,0.017131,0.12636,-0.012154,-0.084525,-0.049133,-0.087073,0.008552,-0.014828,-0.034604,-0.051361,-0.09242,0.024217,0.072806,0.002999,-0.047372,0.053786,0.001356,0.012073,0.08434,-0.012458,0.020816,0.079093,-0.049448,0.057016,-0.004326,0.044678,0.072042,0.027223,0.007694,-0.058986,-0.004925,-0.052318,-0.029878,0.022719,-0.049647,0.026851,0.052724,0.143293,0.005164,0.083848,0.099995,0.07085,-0.00727,0.006354,-0.036566,0.003597,0.02132,0.038057,0.026065,-0.021429,-0.001491,-0.002358,0.048388,0.012461,-0.042603,-0.025128,0.003747,-0.023342,0.000445,-0.023451,0.032434,0.0229,-0.018247,0.004743,-0.015354,0.056391,-0.035177,-0.019949,-0.023729,0.003428,0.024623,-0.009126,0.025395,-0.039177,-0.030396,-0.043121,0.062956,0.006543,0.013735,0.042383,-0.009137,-0.000267,0.025832,-0.015593,0.007133,-0.006465,-0.001285,-0.014471,-0.052332,0.000152,0.00144,-0.002543,0.040153,0.015776,0.006374,-0.002481,-0.023972,-0.015836,-0.007131,-0.029408,0.017689,0.008355,0.023632,-0.05256,-0.093701,0.03409,0.006522,0.036265,0.014996,0.024272,-0.00664,-0.011571,-0.031915,-0.061397,-0.048804,0.002192,0.000054,-0.000004
1306.dn35,0.187668,-0.246424,-0.202641,0.005577,0.000571,-0.04072,0.039916,0.080518,-0.030811,-0.04606,0.012693,-0.000489,-0.026359,0.049889,-0.10155,-0.072218,-0.034206,-0.029052,-0.021952,0.004799,-0.03252,0.051445,0.000961,0.02374,0.011916,0.053744,0.029221,-0.029885,0.054837,0.021956,0.058857,-0.002661,0.046451,0.022581,0.003443,0.028216,-0.044064,-0.013855,0.082427,0.043557,-0.01459,0.019437,0.025032,-0.058985,0.016614,-0.036846,0.025998,-0.031577,-0.034138,-0.007299,0.037404,-0.000654,-0.100322,-0.040832,-0.018049,-0.104241,-0.003619,0.012424,0.068035,0.012641,0.039741,0.043423,0.030915,-0.094392,0.02716,-0.015412,0.00831,-0.073693,0.00081,0.078391,-0.06353,-0.098949,0.059098,-0.014638,0.008582,0.015824,-0.02468,0.121101,-0.018992,-0.064019,-0.032053,0.054276,0.082224,0.020102,0.061552,0.013209,-0.001404,0.029668,0.013545,0.066067,0.018428,0.017591,0.002211,0.017142,-0.039583,0.023935,0.025668,-0.0752,0.005816,-0.014154,-0.007657,-0.029656,-0.062015,0.038545,-0.002499,0.035364,0.048198,-0.022419,0.043567,-0.011291,0.032305,0.030554,-0.020233,0.010423,-0.022116,-0.004893,0.019066,-0.001413,0.013528,-0.001387,0.025993,-0.068412,-0.030516,0.060107,-0.034385,0.042831,0.000273,0.013317,0.021719,0.042262,0.016116,0.044043,0.018934,0.024214,0.009884,-0.017943,-0.020884,-0.009799,0.00215,-0.030107,0.056172,-0.07357,-0.026118,-0.022672,0.033476,-0.034125,0.008308,0.019566,0.040006,0.019115,-0.00621,-0.013269,0.031427,0.005988,-0.015122,-0.01902,0.014282,-0.011353,0.056095,0.05177,0.001662,0.028416,0.008025,0.010101,-0.014022,0.015648,-0.007194,-0.020988,-0.013311,-0.020243,0.039932,0.036486,0.000057,-0.000003
1307.dn21,-0.349543,-0.047486,0.003719,0.074287,-0.103801,0.059249,0.044446,0.031942,0.055843,0.013532,-0.043472,-0.017021,-0.076361,-0.009009,-0.017987,-0.049751,0.00758,0.002726,0.032744,0.017132,-0.011932,-0.070671,-0.030913,-0.058892,-0.030892,-0.022086,0.042539,-0.008324,0.095003,-0.159052,0.022889,0.046946,-0.104493,0.004171,0.034713,0.107135,-0.066036,-0.081952,0.053837,0.067559,-0.004182,0.017466,0.023326,-0.017497,-0.018967,0.025027,0.053459,-0.058439,-0.017045,0.015844,0.01813,-0.076727,-0.0127,-0.023581,0.053812,0.003692,0.039945,-0.003759,-0.036804,-0.062393,0.018866,0.038086,0.053835,0.008929,-0.065874,0.013243,0.040161,0.032536,-0.011156,-0.007014,-0.028213,0.050761,0.009951,0.087782,-0.095871,-0.035299,-0.023175,-0.091503,-0.066793,0.017726,-0.015695,-0.04622,0.018522,-0.058048,0.045289,-0.006647,0.002725,-0.077125,0.026071,0.043897,0.064246,0.008553,0.084393,0.047319,-0.046159,0.044484,-0.023445,-0.046115,-0.001848,0.025761,0.016052,-0.006737,-0.02448,-0.045876,0.019508,-0.015734,-0.013938,0.047,-0.027681,-0.026493,-0.043544,-0.014127,0.012723,0.000284,0.014224,-0.045027,0.03548,-0.013627,-0.013387,0.018064,-0.025459,-0.043209,-0.008412,0.018897,0.033566,-0.059279,-0.017404,0.019642,-0.014843,-0.015082,-0.000613,0.010664,-0.024491,0.024926,0.002814,-0.013872,-0.005899,0.044131,-0.024382,-0.025479,-0.030173,0.041094,-0.003036,0.007901,-0.02766,-0.02865,-0.001077,0.025909,-0.010283,-0.001458,-0.010852,0.028064,0.016323,0.00148,0.062533,-0.013735,-0.021544,-0.00799,0.025946,-0.015596,0.019337,0.007577,0.023282,0.013715,-0.048221,-0.020307,-0.017011,-0.028167,-0.01361,-0.028084,0.027022,-0.017651,0.000043,-0.000005
